Record No,Programme code,Study Year,Academic Year,Course,Course Type
R1784,10031,1,2022-2023,1149,compulsory-elective
R1785,10031,1,2022-2023,1041,compulsory-elective
R1786,10031,1,2023-2024,1265,compulsory
R1787,10031,1,2023-2024,1256,compulsory-elective
R1788,10031,1,2023-2024,1110,compulsory-elective
R1789,10031,1,2023-2024,1003,compulsory-elective
R1790,10031,1,2023-2024,1184,elective
R1791,10031,1,2023-2024,1163,elective
R1792,10031,1,2023-2024,1053,elective
R1793,10031,1,2023-2024,1020,elective
R1794,10031,2,2013-2014,1037,compulsory
R1795,10031,2,2013-2014,1288,compulsory-elective
R1796,10031,2,2013-2014,1204,compulsory-elective
R1797,10031,2,2013-2014,1149,compulsory-elective
R1798,10031,2,2013-2014,1259,elective
R1799,10031,2,2013-2014,1251,elective
R1800,10031,2,2013-2014,1111,elective
R1801,10031,2,2013-2014,1080,elective
R1802,10031,2,2013-2014,1071,elective
R1803,10031,2,2014-2015,1015,compulsory
R1804,10031,2,2014-2015,1283,compulsory-elective
R1805,10031,2,2014-2015,1142,compulsory-elective
R1806,10031,2,2014-2015,1132,compulsory-elective
R1807,10031,2,2014-2015,1245,elective
R1808,10031,2,2014-2015,1216,elective
R1809,10031,2,2014-2015,1173,elective
R1810,10031,2,2014-2015,1014,elective
R1811,10031,2,2015-2016,1216,compulsory
R1812,10031,2,2015-2016,1092,compulsory
R1813,10031,2,2015-2016,1264,compulsory-elective
R1814,10031,2,2015-2016,1196,compulsory-elective
R1815,10031,2,2015-2016,1028,compulsory-elective
R1816,10031,2,2015-2016,1171,elective
R1817,10031,2,2015-2016,1145,elective
R1818,10031,2,2015-2016,1087,elective
R1819,10031,2,2015-2016,1086,elective
R1820,10031,2,2016-2017,1058,compulsory
R1821,10031,2,2016-2017,1220,compulsory-elective
R1822,10031,2,2016-2017,1213,compulsory-elective
R1823,10031,2,2016-2017,1118,compulsory-elective
R1824,10031,2,2016-2017,1098,compulsory-elective
R1825,10031,2,2016-2017,1241,elective
R1826,10031,2,2016-2017,1236,elective
R1827,10031,2,2016-2017,1215,elective
R1828,10031,2,2016-2017,1161,elective
R1829,10031,2,2016-2017,1010,elective
R1830,10031,2,2017-2018,1030,compulsory
R1831,10031,2,2017-2018,1292,compulsory-elective
R1832,10031,2,2017-2018,1222,compulsory-elective
R1833,10031,2,2017-2018,1213,compulsory-elective
R1834,10031,2,2017-2018,1199,compulsory-elective
R1835,10031,2,2017-2018,1261,elective
R1836,10031,2,2017-2018,1255,elective
R1837,10031,2,2017-2018,1253,elective
R1838,10031,2,2017-2018,1185,elective
R1839,10031,2,2017-2018,1105,elective
R1840,10031,2,2017-2018,1091,elective
R1841,10031,2,2018-2019,1228,compulsory
R1842,10031,2,2018-2019,1094,compulsory
R1843,10031,2,2018-2019,1257,compulsory-elective
R1844,10031,2,2018-2019,1176,compulsory-elective
R1845,10031,2,2018-2019,1135,compulsory-elective
R1846,10031,2,2018-2019,1020,compulsory-elective
R1847,10031,2,2018-2019,1199,compulsory-elective
R1848,10031,2,2018-2019,1171,compulsory-elective
R1849,10031,2,2018-2019,1121,compulsory-elective
R1850,10031,2,2018-2019,1023,compulsory-elective
R1851,10031,2,2019-2020,1031,compulsory
R1852,10031,2,2019-2020,1233,compulsory-elective
R1853,10031,2,2019-2020,1189,compulsory-elective
R1854,10031,2,2019-2020,1152,compulsory-elective
R1855,10031,2,2019-2020,1296,elective
R1856,10031,2,2019-2020,1271,elective
R1857,10031,2,2019-2020,1166,elective
R1858,10031,2,2019-2020,1007,elective
R1859,10031,2,2020-2021,1217,compulsory
R1860,10031,2,2020-2021,1101,compulsory
R1861,10031,2,2020-2021,1136,compulsory
R1862,10031,2,2020-2021,1132,compulsory
R1863,10031,2,2020-2021,1262,elective
R1864,10031,2,2020-2021,1257,elective
R1865,10031,2,2020-2021,1255,elective
R1866,10031,2,2020-2021,1198,elective
R1867,10031,2,2020-2021,1069,elective
R1868,10031,2,2020-2021,1026,elective
R1869,10031,2,2021-2022,1234,compulsory
R1870,10031,2,2021-2022,1038,compulsory
R1871,10031,2,2021-2022,1251,compulsory-elective
R1872,10031,2,2021-2022,1203,compulsory-elective
R1873,10031,2,2021-2022,1172,compulsory-elective
R1874,10031,2,2021-2022,1039,compulsory-elective
R1875,10031,2,2021-2022,1270,elective
R1876,10031,2,2021-2022,1140,elective
R1877,10031,2,2021-2022,1126,elective
R1878,10031,2,2021-2022,1093,elective
R1879,10031,2,2021-2022,1084,elective
R1880,10031,2,2022-2023,1256,compulsory
R1881,10031,2,2022-2023,1112,compulsory
R1882,10031,2,2022-2023,1286,compulsory-elective
R1883,10031,2,2022-2023,1069,compulsory-elective
R1884,10031,2,2022-2023,1052,compulsory-elective
R1885,10031,2,2022-2023,1003,compulsory-elective
R1886,10031,2,2022-2023,1275,elective
R1887,10031,2,2022-2023,1110,elective
R1888,10031,2,2022-2023,1109,elective
R1889,10031,2,2022-2023,1066,elective
R1890,10031,2,2022-2023,1067,elective
R1891,10031,2,2022-2023,1030,elective
R1892,10031,2,2023-2024,1077,compulsory
R1893,10031,2,2023-2024,1011,compulsory
R1894,10031,2,2023-2024,1218,compulsory-elective
R1895,10031,2,2023-2024,1187,compulsory-elective
R1896,10031,2,2023-2024,1162,compulsory-elective
R1897,10031,2,2023-2024,1021,compulsory-elective
R1898,10031,2,2023-2024,1276,elective
R1899,10031,2,2023-2024,1263,elective
R1900,10031,2,2023-2024,1222,elective
R1901,10031,2,2023-2024,1173,elective
R1902,10031,2,2023-2024,1144,elective
R1903,10031,2,2023-2024,1092,elective
R1904,10032,1,2013-2014,1211,compulsory
R1905,10032,1,2013-2014,1156,compulsory
R1906,10032,1,2013-2014,1251,compulsory-elective
R1907,10032,1,2013-2014,1246,compulsory-elective
R1908,10032,1,2013-2014,1146,compulsory-elective
R1909,10032,1,2013-2014,1117,compulsory-elective
R1910,10032,1,2013-2014,1290,compulsory-elective
R1911,10032,1,2013-2014,1257,compulsory-elective
R1912,10032,1,2013-2014,1170,compulsory-elective
R1913,10032,1,2013-2014,1141,compulsory-elective
R1914,10032,1,2014-2015,1026,compulsory
R1915,10032,1,2014-2015,1138,compulsory-elective
R1916,10032,1,2014-2015,1057,compulsory-elective
R1917,10032,1,2014-2015,1233,elective
R1918,10032,1,2014-2015,1188,elective
R1919,10032,1,2014-2015,1117,elective
R1920,10032,1,2014-2015,1113,elective
R1921,10032,1,2014-2015,1030,elective
R1922,10032,1,2015-2016,1195,compulsory
R1923,10032,1,2015-2016,1010,compulsory
R1924,10032,1,2015-2016,1297,compulsory
R1925,10032,1,2015-2016,1156,compulsory
R1926,10032,1,2015-2016,1287,elective
R1927,10032,1,2015-2016,1196,elective
R1928,10032,1,2015-2016,1183,elective
R1929,10032,1,2015-2016,1142,elective
R1930,10032,1,2015-2016,1058,elective
R1931,10032,1,2016-2017,1271,compulsory
R1932,10032,1,2016-2017,1104,compulsory
R1933,10032,1,2016-2017,1258,compulsory-elective
R1934,10032,1,2016-2017,1181,compulsory-elective
R1935,10032,1,2016-2017,1142,compulsory-elective
R1936,10032,1,2016-2017,1094,compulsory-elective
R1937,10032,1,2016-2017,1270,elective
R1938,10032,1,2016-2017,1266,elective
R1939,10032,1,2016-2017,1226,elective
R1940,10032,1,2016-2017,1077,elective
R1941,10032,1,2016-2017,1015,elective
R1942,10032,1,2017-2018,1233,compulsory
R1943,10032,1,2017-2018,1172,compulsory
R1944,10032,1,2017-2018,1286,compulsory
R1945,10032,1,2017-2018,1238,compulsory
R1946,10032,1,2017-2018,1299,elective
R1947,10032,1,2017-2018,1186,elective
R1948,10032,1,2017-2018,1176,elective
R1949,10032,1,2017-2018,1169,elective
R1950,10032,1,2017-2018,1098,elective
R1951,10032,1,2017-2018,1026,elective
R1952,10032,1,2018-2019,1107,compulsory
R1953,10032,1,2018-2019,1045,compulsory
R1954,10032,1,2018-2019,1205,compulsory-elective
R1955,10032,1,2018-2019,1109,compulsory-elective
R1956,10032,1,2018-2019,1104,compulsory-elective
R1957,10032,1,2018-2019,1266,elective
R1958,10032,1,2018-2019,1130,elective
R1959,10032,1,2018-2019,1115,elective
R1960,10032,1,2018-2019,1094,elective
R1961,10032,1,2018-2019,1008,elective
R1962,10032,1,2019-2020,1123,compulsory
R1963,10032,1,2019-2020,1015,compulsory
R1964,10032,1,2019-2020,1291,compulsory-elective
R1965,10032,1,2019-2020,1148,compulsory-elective
R1966,10032,1,2019-2020,1082,compulsory-elective
R1967,10032,1,2019-2020,1251,elective
R1968,10032,1,2019-2020,1250,elective
R1969,10032,1,2019-2020,1228,elective
R1970,10032,1,2019-2020,1018,elective
R1971,10032,1,2020-2021,1258,compulsory
R1972,10032,1,2020-2021,1289,compulsory-elective
R1973,10032,1,2020-2021,1265,compulsory-elective
R1974,10032,1,2020-2021,1116,compulsory-elective
R1975,10032,1,2020-2021,1282,elective
R1976,10032,1,2020-2021,1234,elective
R1977,10032,1,2020-2021,1209,elective
R1978,10032,1,2020-2021,1114,elective
R1979,10032,1,2020-2021,1098,elective
R1980,10032,1,2020-2021,1030,elective
R1981,10032,1,2021-2022,1147,compulsory
R1982,10032,1,2021-2022,1212,compulsory-elective
R1983,10032,1,2021-2022,1183,compulsory-elective
R1984,10032,1,2021-2022,1082,compulsory-elective
R1985,10032,1,2021-2022,1003,compulsory-elective
R1986,10032,1,2021-2022,1281,elective
R1987,10032,1,2021-2022,1265,elective
R1988,10032,1,2021-2022,1171,elective
R1989,10032,1,2021-2022,1148,elective
R1990,10032,1,2021-2022,1118,elective
R1991,10032,1,2021-2022,1080,elective
R1992,10032,1,2022-2023,1293,compulsory
R1993,10032,1,2022-2023,1060,compulsory-elective
R1994,10032,1,2022-2023,1016,compulsory-elective
R1995,10032,1,2022-2023,1253,elective
R1996,10032,1,2022-2023,1232,elective
R1997,10032,1,2022-2023,1227,elective
R1998,10032,1,2022-2023,1210,elective
R1999,10032,1,2022-2023,1201,elective
R2000,10032,1,2023-2024,1179,compulsory
R2001,10032,1,2023-2024,1073,compulsory
R2002,10032,1,2023-2024,1291,compulsory
R2003,10032,1,2023-2024,1103,compulsory
R2004,10032,1,2023-2024,1296,elective
R2005,10032,1,2023-2024,1155,elective
R2006,10032,1,2023-2024,1150,elective
R2007,10032,1,2023-2024,1094,elective
R2008,10032,1,2023-2024,1010,elective
R2009,10032,2,2013-2014,1077,compulsory
R2010,10032,2,2013-2014,1160,compulsory-elective
R2011,10032,2,2013-2014,1112,compulsory-elective
R2012,10032,2,2013-2014,1080,compulsory-elective
R2013,10032,2,2013-2014,1156,elective
R2014,10032,2,2013-2014,1091,elective
R2015,10032,2,2013-2014,1064,elective
R2016,10032,2,2013-2014,1055,elective
R2017,10032,2,2013-2014,1015,elective
R2018,10032,2,2014-2015,1202,compulsory
R2019,10032,2,2014-2015,1193,compulsory
R2020,10032,2,2014-2015,1124,compulsory-elective
R2021,10032,2,2014-2015,1096,compulsory-elective
R2022,10032,2,2014-2015,1066,compulsory-elective
R2023,10032,2,2014-2015,1133,elective
R2024,10032,2,2014-2015,1131,elective
R2025,10032,2,2014-2015,1082,elective
R2026,10032,2,2014-2015,1052,elective
R2027,10032,2,2015-2016,1253,compulsory
R2028,10032,2,2015-2016,1228,compulsory
R2029,10032,2,2015-2016,1298,compulsory-elective
R2030,10032,2,2015-2016,1233,compulsory-elective
R2031,10032,2,2015-2016,1181,compulsory-elective
R2032,10032,2,2015-2016,1246,elective
R2033,10032,2,2015-2016,1203,elective
R2034,10032,2,2015-2016,1146,elective
R2035,10032,2,2015-2016,1135,elective
R2036,10032,2,2015-2016,1074,elective
R2037,10032,2,2016-2017,1240,compulsory
R2038,10032,2,2016-2017,1198,compulsory
R2039,10032,2,2016-2017,1282,compulsory-elective
R2040,10032,2,2016-2017,1165,compulsory-elective
R2041,10032,2,2016-2017,1079,compulsory-elective
R2042,10032,2,2016-2017,1291,elective
R2043,10032,2,2016-2017,1285,elective
R2044,10032,2,2016-2017,1137,elective
R2045,10032,2,2016-2017,1085,elective
R2046,10032,2,2016-2017,1018,elective
R2047,10032,2,2016-2017,1003,elective
R2048,10032,2,2017-2018,1122,compulsory
R2049,10032,2,2017-2018,1084,compulsory
R2050,10032,2,2017-2018,1268,compulsory-elective
R2051,10032,2,2017-2018,1224,compulsory-elective
R2052,10032,2,2017-2018,1147,compulsory-elective
R2053,10032,2,2017-2018,1104,compulsory-elective
R2054,10032,2,2017-2018,1272,compulsory-elective
R2055,10032,2,2017-2018,1233,compulsory-elective
R2056,10032,2,2017-2018,1182,compulsory-elective
R2057,10032,2,2017-2018,1108,compulsory-elective
R2058,10032,2,2018-2019,1237,compulsory
R2059,10032,2,2018-2019,1025,compulsory
R2060,10032,2,2018-2019,1127,compulsory-elective
R2061,10032,2,2018-2019,1126,compulsory-elective
R2062,10032,2,2018-2019,1123,compulsory-elective
R2063,10032,2,2018-2019,1015,compulsory-elective
R2064,10032,2,2018-2019,1268,elective
R2065,10032,2,2018-2019,1257,elective
R2066,10032,2,2018-2019,1154,elective
R2067,10032,2,2018-2019,1147,elective
R2068,10032,2,2018-2019,1034,elective
R2069,10032,2,2019-2020,1194,compulsory
R2070,10032,2,2019-2020,1108,compulsory
R2071,10032,2,2019-2020,1220,compulsory-elective
R2072,10032,2,2019-2020,1097,compulsory-elective
R2073,10032,2,2019-2020,1026,compulsory-elective
R2074,10032,2,2019-2020,1010,compulsory-elective
R2075,10032,2,2019-2020,1222,elective
R2076,10032,2,2019-2020,1218,elective
R2077,10032,2,2019-2020,1188,elective
R2078,10032,2,2019-2020,1177,elective
R2079,10032,2,2019-2020,1107,elective
R2080,10032,2,2020-2021,1282,compulsory
R2081,10032,2,2020-2021,1074,compulsory
R2082,10032,2,2020-2021,1272,compulsory
R2083,10032,2,2020-2021,1239,compulsory
R2084,10032,2,2020-2021,1290,elective
R2085,10032,2,2020-2021,1187,elective
R2086,10032,2,2020-2021,1179,elective
R2087,10032,2,2020-2021,1157,elective
R2088,10032,2,2020-2021,1047,elective
R2089,10032,2,2020-2021,1035,elective
R2090,10032,2,2021-2022,1249,compulsory
R2091,10032,2,2021-2022,1177,compulsory
R2092,10032,2,2021-2022,1099,compulsory
R2093,10032,2,2021-2022,1054,compulsory
R2094,10032,2,2021-2022,1294,elective
R2095,10032,2,2021-2022,1104,elective
R2096,10032,2,2021-2022,1062,elective
R2097,10032,2,2021-2022,1019,elective
R2098,10032,2,2022-2023,1102,compulsory
R2099,10032,2,2022-2023,1280,compulsory-elective
R2100,10032,2,2022-2023,1156,compulsory-elective
R2101,10032,2,2022-2023,1057,compulsory-elective
R2102,10032,2,2022-2023,1276,elective
R2103,10032,2,2022-2023,1224,elective
R2104,10032,2,2022-2023,1171,elective
R2105,10032,2,2022-2023,1141,elective
R2106,10032,2,2022-2023,1085,elective
R2107,10032,2,2023-2024,1048,compulsory
R2108,10032,2,2023-2024,1014,compulsory
R2109,10032,2,2023-2024,1289,compulsory-elective
R2110,10032,2,2023-2024,1247,compulsory-elective
R2111,10032,2,2023-2024,1209,compulsory-elective
R2112,10032,2,2023-2024,1152,compulsory-elective
R2113,10032,2,2023-2024,1259,elective
R2114,10032,2,2023-2024,1252,elective
R2115,10032,2,2023-2024,1178,elective
R2116,10032,2,2023-2024,1155,elective
R2117,10032,2,2023-2024,1130,elective
R2118,10032,3,2013-2014,1066,compulsory
R2119,10032,3,2013-2014,1026,compulsory
R2120,10032,3,2013-2014,1176,compulsory-elective
R2121,10032,3,2013-2014,1101,compulsory-elective
R2122,10032,3,2013-2014,1047,compulsory-elective
R2123,10032,3,2013-2014,1012,compulsory-elective
R2124,10032,3,2013-2014,1290,compulsory-elective
R2125,10032,3,2013-2014,1284,compulsory-elective
R2126,10032,3,2013-2014,1276,compulsory-elective
R2127,10032,3,2013-2014,1105,compulsory-elective
R2128,10032,3,2014-2015,1072,compulsory
R2129,10032,3,2014-2015,1140,compulsory-elective
R2130,10032,3,2014-2015,1123,compulsory-elective
R2131,10032,3,2014-2015,1006,compulsory-elective
R2132,10032,3,2014-2015,1234,elective
R2133,10032,3,2014-2015,1085,elective
R2134,10032,3,2014-2015,1078,elective
R2135,10032,3,2014-2015,1037,elective
R2136,10032,3,2015-2016,1247,compulsory
R2137,10032,3,2015-2016,1254,compulsory-elective
R2138,10032,3,2015-2016,1252,compulsory-elective
R2139,10032,3,2015-2016,1074,compulsory-elective
R2140,10032,3,2015-2016,1014,compulsory-elective
R2141,10032,3,2015-2016,1226,elective
R2142,10032,3,2015-2016,1215,elective
R2143,10032,3,2015-2016,1102,elective
R2144,10032,3,2015-2016,1026,elective
R2145,10032,3,2015-2016,1013,elective
R2146,10032,3,2016-2017,1186,compulsory
R2147,10032,3,2016-2017,1004,compulsory
R2148,10032,3,2016-2017,1133,compulsory-elective
R2149,10032,3,2016-2017,1122,compulsory-elective
R2150,10032,3,2016-2017,1003,compulsory-elective
R2151,10032,3,2016-2017,1292,elective
R2152,10032,3,2016-2017,1250,elective
R2153,10032,3,2016-2017,1168,elective
R2154,10032,3,2016-2017,1094,elective
R2155,10032,3,2016-2017,1038,elective
R2156,10032,3,2017-2018,1236,compulsory
R2157,10032,3,2017-2018,1109,compulsory
R2158,10032,3,2017-2018,1200,compulsory-elective
R2159,10032,3,2017-2018,1189,compulsory-elective
R2160,10032,3,2017-2018,1075,compulsory-elective
R2161,10032,3,2017-2018,1157,elective
R2162,10032,3,2017-2018,1126,elective
R2163,10032,3,2017-2018,1088,elective
R2164,10032,3,2017-2018,1083,elective
R2165,10032,3,2017-2018,1060,elective
R2166,10032,3,2017-2018,1037,elective
R2167,10032,3,2018-2019,1266,compulsory
R2168,10032,3,2018-2019,1206,compulsory
R2169,10032,3,2018-2019,1295,compulsory
R2170,10032,3,2018-2019,1281,compulsory
R2171,10032,3,2018-2019,1259,elective
R2172,10032,3,2018-2019,1216,elective
R2173,10032,3,2018-2019,1079,elective
R2174,10032,3,2018-2019,1017,elective
R2175,10032,3,2019-2020,1230,compulsory
R2176,10032,3,2019-2020,1239,compulsory-elective
R2177,10032,3,2019-2020,1217,compulsory-elective
R2178,10032,3,2019-2020,1291,elective
R2179,10032,3,2019-2020,1277,elective
R2180,10032,3,2019-2020,1157,elective
R2181,10032,3,2019-2020,1144,elective
R2182,10032,3,2019-2020,1120,elective
R2183,10032,3,2019-2020,1105,elective
R2184,10032,3,2020-2021,1224,compulsory
R2185,10032,3,2020-2021,1045,compulsory
R2186,10032,3,2020-2021,1286,compulsory-elective
R2187,10032,3,2020-2021,1197,compulsory-elective
R2188,10032,3,2020-2021,1192,compulsory-elective
R2189,10032,3,2020-2021,1067,compulsory-elective
R2190,10032,3,2020-2021,1299,compulsory-elective
R2191,10032,3,2020-2021,1220,compulsory-elective
R2192,10032,3,2020-2021,1131,compulsory-elective
R2193,10032,3,2020-2021,1128,compulsory-elective
R2194,10032,3,2021-2022,1270,compulsory
R2195,10032,3,2021-2022,1248,compulsory-elective
R2196,10032,3,2021-2022,1215,compulsory-elective
R2197,10032,3,2021-2022,1213,compulsory-elective
R2198,10032,3,2021-2022,1088,compulsory-elective
R2199,10032,3,2021-2022,1280,elective
R2200,10032,3,2021-2022,1279,elective
R2201,10032,3,2021-2022,1204,elective
R2202,10032,3,2021-2022,1165,elective
R2203,10032,3,2021-2022,1164,elective
R2204,10032,3,2022-2023,1191,compulsory
R2205,10032,3,2022-2023,1299,compulsory-elective
R2206,10032,3,2022-2023,1223,compulsory-elective
R2207,10032,3,2022-2023,1180,compulsory-elective
R2208,10032,3,2022-2023,1003,compulsory-elective
R2209,10032,3,2022-2023,1238,compulsory-elective
R2210,10032,3,2022-2023,1217,compulsory-elective
R2211,10032,3,2022-2023,1098,compulsory-elective
R2212,10032,3,2022-2023,1084,compulsory-elective
R2213,10032,3,2023-2024,1264,compulsory
R2214,10032,3,2023-2024,1032,compulsory
R2215,10032,3,2023-2024,1185,compulsory-elective
R2216,10032,3,2023-2024,1150,compulsory-elective
R2217,10032,3,2023-2024,1038,compulsory-elective
R2218,10032,3,2023-2024,1297,elective
R2219,10032,3,2023-2024,1275,elective
R2220,10032,3,2023-2024,1266,elective
R2221,10032,3,2023-2024,1072,elective
